1,90.0,8.422090852038028
1,90.1,8.424113263398848
1,90.2,8.426138594862579
1,90.3,8.428166827852909
1,90.4,8.430197943807606
1,90.5,8.432231924279716
1,90.6,8.434268750880431
1,90.7,8.436308405249907
1,90.8,8.438350869120157
1,90.9,8.440396124295072
1,91.0,8.442444152614145
1,91.1,8.444494936004933
1,91.2,8.446548456439562
1,91.3,8.448604695976218
1,91.4,8.450663636705482
1,91.5,8.452725260804597
1,91.6,8.454789550518969
1,91.7,8.456856488132534
1,91.8,8.45892605599306
1,91.9,8.460998236545386
1,92.0,8.463073012249602
1,92.1,8.46515036566749
1,92.2,8.467230279381207
1,92.3,8.469312736076667
1,92.4,8.471397718479016
1,92.5,8.473485209367063
1,92.6,8.475575191610407
1,92.7,8.47766764809599
1,92.8,8.4797625618226
1,92.9,8.481859915793342
1,93.0,8.483959693113842
1,93.1,8.486061876934272
1,93.2,8.48816645046887
1,93.3,8.490273396998791
1,93.4,8.492382699836513
1,93.5,8.4944943423925
1,93.6,8.496608308092878
1,93.7,8.498724580463895
1,93.8,8.500843143066728
1,93.9,8.502963979526257
1,94.0,8.505087073537663
1,94.1,8.507212408839656
1,94.2,8.509339969224254
1,94.3,8.51146973855839
1,94.4,8.51360170076164
1,94.5,8.515735839811676
1,94.6,8.51787213973288
1,94.7,8.520010584615896
1,94.8,8.52215115861474
1,94.9,8.52429384593087
1,95.0,8.526438630828782
1,95.1,8.528585497613864
1,95.2,8.530734430671474
1,95.3,8.532885414424406
1,95.4,8.535038433369124
1,95.5,8.537193472041874
1,95.6,8.539350515048488
1,95.7,8.541509547031838
1,95.8,8.543670552716314
1,95.9,8.545833516863274
1,96.0,8.547998424270876
1,96.1,8.550165259845972
1,96.2,8.552334008496675
1,96.3,8.55450465522597
1,96.4,8.556677185066853
1,96.5,8.558851583112808
1,96.6,8.561027834512306
1,96.7,8.563205924458419
1,96.8,8.565385838227932
1,96.9,8.567567561111906
1,97.0,8.569751078480575
1,97.1,8.571936375754401
1,97.2,8.574123438405199
1,97.3,8.576312251954404
1,97.4,8.57850280197046
1,97.5,8.580695074086643
1,97.6,8.582889053992677
1,97.7,8.585084727427734
1,97.8,8.587282080160007
1,97.9,8.589481098025612
1,98.0,8.59168176694342
1,98.1,8.59388407283748
1,98.2,8.596088001695087
1,98.3,8.598293539584702
1,98.4,8.600500672580761
1,98.5,8.602709386853725
1,98.6,8.604919668582374
1,98.7,8.607131504029335
