1,90.0,9.010423918485007
1,92.0,9.011010984340048
1,94.0,9.011589383326667
1,96.0,9.012158626242188
1,98.0,9.012718298172583
1,100.0,9.013268051111679
1,102.0,9.013807597267462
1,104.0,9.014336702991331
1,106.0,9.014855183272653
1,108.0,9.015362896748378
1,110.0,9.015859741177621
2,90.0,9.003584308096237
2,92.0,9.00544552908438
2,94.0,9.007278323786606
2,96.0,9.009081227957447
2,98.0,9.010853006866235
2,100.0,9.012592632230705
2,102.0,9.014299261318149
2,104.0,9.015972218015392
2,106.0,9.017610975681697
2,108.0,9.019215141619052
2,110.0,9.020784443008123
3,90.0,8.987669086828143
3,92.0,8.991898716554205
3,94.0,8.99607758604391
3,96.0,9.00020156330412
3,98.0,9.004267067769547
3,100.0,9.008271018142668
3,102.0,9.012210784902244
3,104.0,9.016084147069288
3,106.0,9.01988925285487
3,108.0,9.023624583844246
3,110.0,9.027288922403484
